NAME,MASS,MASSUPPER,MASSLOWER,UMASS,R,RUPPER,RLOWER,UR,A,AUPPER,ALOWER,UA,PER,PERUPPER,PERLOWER,UPER,ECC,ECCUPPER,ECCLOWER,UECC,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,TEFF,TEFFUPPER,TEFFLOWER,UTEFF,FE,FEUPPER,FELOWER,UFE,TRANSITREF,TRANSITURL
,mjupiter,mjupiter,mjupiter,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,au,au,au,au,day,day,day,day,,,,,g/cm^3,g/cm^3,g/cm^3,g/cm^3,msun,msun,msun,msun,rsun,rsun,rsun,rsun,,,,,k,k,k,k,,,,,,
Kepler-252 b,0.00604207,0.00181574,0.00181574,0.00181574,0.109733,0.0107057,0.0107057,0.0107057,0.0693352,0.00115559,0.00115559,0.00115559,6.668391,0.000031,0.000031,0.000031,,,,,,,,,,,,,0.549,0.032,0.032,0.032,4.721,0.2,0.2,0.2,4208,150,150,150,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-45 b,0.511499,0.0579971,0.0579971,0.0579971,0.96,0.11,0.11,0.11,0.0298817,0.00101294,0.00101294,0.00101294,2.455239,0.000004,0.000004,0.000004,0.11,0.1,0,0.05,0.76661,0.277525,0.277525,0.277525,0.59,0.06,0.06,0.06,0.55,0.11,0.11,0.11,4.7,0.2,0.2,0.2,3820,90,90,90,0.13,0.13,0.13,0.13,Johnson 2012,http://adsabs.harvard.edu/abs/2012AJ....143..111J
Kepler-441 b,0.0121773,0.00257536,0.00257536,0.00257536,0.146312,0.0196272,0.0214116,0.0205194,0.568939,0.016909,0.016909,0.016909,207.2482,0.0022,0.0019999999999999996,0.0021,0,,,,,,,,0.572,0.049,0.05299999999999999,0.051,0.55,0.038,0.054,0.046,4.715,0.047,0.023999999999999994,0.0355,4340,177,177,177,-0.57,0.18,0.18,0.18,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T
Kepler-235 b,0.0167934,0.000920993,0.000920993,0.000920993,0.198947,0.0089214,0.0089214,0.0089214,0.0437311,0.000728851,0.000728851,0.000728851,3.340222,0.000005,0.000005,0.000005,,,,,,,,,,,,,0.554,0.021,0.021,0.021,4.73,0.15,0.15,0.15,4255,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-235 c,0.00692663,0.0013783,0.0013783,0.0013783,0.114194,0.00713712,0.00713712,0.00713712,0.0771364,0.00128561,0.00128561,0.00128561,7.824904,0.000055,0.000055,0.000055,,,,,,,,,,,,,0.554,0.021,0.021,0.021,4.73,0.15,0.15,0.15,4255,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-54 d,0.0125754,0.00203749,0.00203749,0.00203749,0.136497,0.00713712,0.00713712,0.00713712,0.148945,0.00248242,0.00248242,0.00248242,20.995694,0.000143,0.000143,0.000143,,,,,,,,,,,,,0.554,0.021,0.021,0.021,4.73,0.15,0.15,0.15,4252,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-235 d,0.0151834,0.00080763,0.00080763,0.00080763,0.182889,0.0089214,0.0089214,0.0089214,0.144489,0.00240815,0.00240815,0.00240815,20.060548,0.000099,0.000099,0.000099,,,,,,,,,,,,,0.554,0.021,0.021,0.021,4.73,0.15,0.15,0.15,4255,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-235 e,0.0166981,0.00247735,0.00247735,0.00247735,0.198055,0.0258721,0.0258721,0.0258721,0.251922,0.00419869,0.00419869,0.00419869,46.183669,0.000425,0.000425,0.000425,,,,,,,,,,,,,0.554,0.021,0.021,0.021,4.73,0.15,0.15,0.15,4255,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-267 c,0.0158724,0.000937336,0.000937336,0.000937336,0.190026,0.00981354,0.00981354,0.00981354,0.0707769,0.00117961,0.00117961,0.00117961,6.87745,0.000016,0.000016,0.000016,,,,,,,,,,,,,0.555,0.021,0.021,0.021,4.729,0.15,0.15,0.15,4258,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-267 d,0.0171819,0.00113072,0.00113072,0.00113072,0.202516,0.0107057,0.0107057,0.0107057,0.182449,0.00304082,0.00304082,0.00304082,28.464515,0.00018,0.00018,0.00018,,,,,,,,,,,,,0.555,0.021,0.021,0.021,4.729,0.15,0.15,0.15,4258,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-267 b,0.0146122,0.000695074,0.000695074,0.000695074,0.176644,0.00802926,0.00802926,0.00802926,0.0438489,0.000730814,0.000730814,0.000730814,3.353728,0.000007,0.000007,0.000007,,,,,,,,,,,,,0.555,0.021,0.021,0.021,4.729,0.15,0.15,0.15,4258,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-395 b,0.00324127,0.000813475,0.000813475,0.000813475,0.0918904,0.00713712,0.00713712,0.00713712,0.0719854,0.00119976,0.00119976,0.00119976,7.054346,0.00007,0.00007,0.00007,,,,,,,,,,,,,0.556,0.022,0.022,0.022,4.729,0.15,0.15,0.15,4262,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-395 c,0.00769114,0.00164893,0.00164893,0.00164893,0.117763,0.00802926,0.00802926,0.00802926,0.209361,0.00348936,0.00348936,0.00348936,34.989262,0.000543,0.000543,0.000543,,,,,,,,,,,,,0.556,0.022,0.022,0.022,4.729,0.15,0.15,0.15,4262,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-52 d,0.0143757,0.00153197,0.00153197,0.00153197,0.173967,0.0187349,0.0187349,0.0187349,0.215129,0.00358549,0.00358549,0.00358549,36.445171,0.000253,0.000253,0.000253,,,,,,,,,,,,,0.556,0.021,0.021,0.021,4.729,0.15,0.15,0.15,4263,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-296 f,0.0131908,0.000751079,0.000751079,0.000751079,0.159693,0.00981354,0.00981354,0.00981354,0.310961,0.00518269,0.00518269,0.00518269,63.335879,0.001292,0.001292,0.001292,,,,,,,,,,,,,0.557,0.021,0.021,0.021,4.729,0.15,0.15,0.15,4249,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-296 b,0.00233796,0.000561971,0.000561971,0.000561971,0.0838612,0.00624498,0.00624498,0.00624498,0.0461525,0.000769209,0.000769209,0.000769209,3.621457,0.00004,0.00004,0.00004,,,,,,,,,,,,,0.557,0.021,0.021,0.021,4.729,0.15,0.15,0.15,4249,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-296 d,0.0172808,0.00274803,0.00274803,0.00274803,0.203408,0.0276563,0.0276563,0.0276563,0.143477,0.00239129,0.00239129,0.00239129,19.850242,0.000097,0.000097,0.000097,,,,,,,,,,,,,0.557,0.021,0.021,0.021,4.729,0.15,0.15,0.15,4249,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-296 c,0.0160511,0.000867761,0.000867761,0.000867761,0.19181,0.0089214,0.0089214,0.0089214,0.063479,0.00105798,0.00105798,0.00105798,5.841648,0.000015,0.000015,0.000015,,,,,,,,,,,,,0.557,0.021,0.021,0.021,4.729,0.15,0.15,0.15,4249,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-296 e,0.0129124,0.00060356,0.00060356,0.00060356,0.156125,0.0205192,0.0205192,0.0205192,0.205969,0.00343285,0.00343285,0.00343285,34.142347,0.003409,0.003409,0.003409,,,,,,,,,,,,,0.557,0.021,0.021,0.021,4.729,0.15,0.15,0.15,4249,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-49 d,0.0119197,0.000655757,0.000655757,0.000655757,0.142742,0.00624498,0.00624498,0.00624498,0.0367817,0.000613029,0.000613029,0.000613029,2.576549,0.000003,0.000003,0.000003,,,,,,,,,,,,,0.559,0.021,0.021,0.021,4.727,0.15,0.15,0.15,4252,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-440 b,0.0136945,0.00148463,0.00148463,0.00148463,0.165939,0.0214115,0.016950899999999998,0.0191812,0.353207,0.0092141,0.0092141,0.0092141,101.11141,0.00087,0.0006799999999999999,0.000775,0,,,,,,,,0.575,0.043,0.047,0.045,0.559,0.029,0.054000000000000006,0.0415,4.706,0.049,0.016,0.0325,4134,154,154,154,-0.3,0.15,0.15,0.15,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T
Kepler-49 e,0.0116666,0.000390434,0.000390434,0.000390434,0.139174,0.00713712,0.00713712,0.00713712,0.137369,0.00228948,0.00228948,0.00228948,18.596108,0.000079,0.000079,0.000079,,,,,,,,,,,,,0.559,0.021,0.021,0.021,4.727,0.15,0.15,0.15,4252,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
K2-3 c,0.0129801,0.000403781,0.000403781,0.000403781,0.157,0.021,0.02,0.0205,0.139869,0.00690425,0.00690425,0.00690425,24.6454,0.0013,0.0013,0.0013,,,,,,,,,0.601,0.089,0.089,0.089,0.561,0.068,0.068,0.068,,,,,3896,189,189,189,-0.32,0.13,0.13,0.13,Crossfield 2015,http://adsabs.harvard.edu/abs/2015ApJ...804...10C
K2-3 d,0.0116544,0.00338841,0.00338841,0.00338841,0.139,0.019,0.018400000000000003,0.0187,0.207594,0.0102473,0.0102473,0.0102473,44.5631,0.0063,0.0055,0.0059,,,,,,,,,0.601,0.089,0.089,0.089,0.561,0.068,0.068,0.068,,,,,3896,189,189,189,-0.32,0.13,0.13,0.13,Crossfield 2015,http://adsabs.harvard.edu/abs/2015ApJ...804...10C
K2-3 b,0.0163773,0.00225814,0.00225814,0.00225814,0.195,0.025,0.023,0.024,0.0769351,0.00379769,0.00379769,0.00379769,10.05403,0.00026,0.00025000000000000006,0.000255,,,,,,,,,0.601,0.089,0.089,0.089,0.561,0.068,0.068,0.068,,,,,3896,189,189,189,-0.32,0.13,0.13,0.13,Crossfield 2015,http://adsabs.harvard.edu/abs/2015ApJ...804...10C
Kepler-283 b,0.0158724,0.00210428,0.00210428,0.00210428,0.190026,0.0231956,0.0231956,0.0231956,0.0968462,0.0016141,0.0016141,0.0016141,11.008151,0.000029,0.000029,0.000029,,,,,,,,,,,,,0.566,0.024,0.024,0.024,4.721,0.15,0.15,0.15,4351,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-283 c,0.013404,0.000831015,0.000831015,0.000831015,0.16237,0.0107057,0.0107057,0.0107057,0.400986,0.00668311,0.00668311,0.00668311,92.743711,0.001413,0.001413,0.001413,,,,,,,,,,,,,0.566,0.024,0.024,0.024,4.721,0.15,0.15,0.15,4351,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HATS-6 b,0.319,0.07,0.07,0.07,0.998,0.019,0.019,0.019,0.0362414,0.000604024,0.000604024,0.000604024,3.3252725,0.0000021,0.0000021,0.0000021,0,,,,0.399,0.089,0.089,0.089,0.574,0.02,0.027,0.0235,0.57,0.011,0.011,0.011,4.683,0.01,0.01,0.01,3724,18,18,18,0.2,0.091,0.091,0.091,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H
Kepler-26 d,0.00371234,0.000690815,0.000690815,0.000690815,0.095459,0.00535284,0.00535284,0.00535284,0.0454914,0.00075819,0.00075819,0.00075819,3.543919,0.000015,0.000015,0.000015,,,,,,,,,,,,,0.571,0.027,0.027,0.027,4.733,0.2,0.2,0.2,4486,116,116,116,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-26 e,0.0186399,0.00155621,0.00155621,0.00155621,0.215006,0.0133821,0.0133821,0.0133821,0.254259,0.00423765,0.00423765,0.00423765,46.827915,0.000173,0.000173,0.000173,,,,,,,,,,,,,0.571,0.027,0.027,0.027,4.733,0.2,0.2,0.2,4486,116,116,116,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-80 b,0.551763,0.035372,0.035372,0.035372,0.952,0.027,0.026,0.0265,0.0344696,0.000990507,0.000990507,0.000990507,3.0678504,0.0000027,0.0000023000000000000004,0.0000025,0,0.07,0,0.035,0.734604,0.03978,0.051714,0.045747,0.58,0.05,0.05,0.05,0.571,0.016,0.016,0.016,4.6,0.2,0.2,0.2,4145,100,100,100,-0.14,0.16,0.16,0.16,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T
Kepler-55 b,0.0188372,0.0188372,0.0188372,0.0188372,0.216597,,,,0.153688,0.00256146,0.00256146,0.00256146,27.9481449,0.00024,0.00024,0.00024,,,,,,,,,0.62,,,,0.58,,,,4.7,,,,4362,,,,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-55 c,0.016585,0.016585,0.016585,0.016585,0.196987,,,,0.202122,0.0033687,0.0033687,0.0033687,42.1516418,0.00053,0.00053,0.00053,,,,,,,,,0.62,,,,0.58,,,,4.7,,,,4362,,,,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-298 c,0.0142208,0.00158066,0.00158066,0.00158066,0.172183,0.0196271,0.0196271,0.0196271,0.157953,0.00263255,0.00263255,0.00263255,22.92881,0.00038,0.00038,0.00038,,,,,,,,,,,,,0.582,0.025,0.025,0.025,4.709,0.15,0.15,0.15,4465,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-298 b,0.014454,0.000759594,0.000759594,0.000759594,0.174859,0.0089214,0.0089214,0.0089214,0.0936962,0.0015616,0.0015616,0.0015616,10.475464,0.000027,0.000027,0.000027,,,,,,,,,,,,,0.582,0.025,0.025,0.025,4.709,0.15,0.15,0.15,4465,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-298 d,0.0196646,0.00218355,0.00218355,0.00218355,0.223035,0.0178428,0.0178428,0.0178428,0.355666,0.00592777,0.00592777,0.00592777,77.473633,0.000615,0.000615,0.000615,,,,,,,,,,,,,0.582,0.025,0.025,0.025,4.709,0.15,0.15,0.15,4465,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-388 c,0.00170474,0.000652158,0.000652158,0.000652158,0.0767241,0.00981354,0.00981354,0.00981354,0.109844,0.00183073,0.00183073,0.00183073,13.297004,0.000185,0.000185,0.000185,,,,,,,,,,,,,0.586,0.069,0.069,0.069,4.69,0.3,0.3,0.3,4498,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-388 b,0.00137963,0.000510733,0.000510733,0.000510733,0.0722634,0.0089214,0.0089214,0.0089214,0.0422619,0.000704364,0.000704364,0.000704364,3.173315,0.000018,0.000018,0.000018,,,,,,,,,,,,,0.586,0.069,0.069,0.069,4.69,0.3,0.3,0.3,4498,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-81 c,0.0181548,0.00342104,0.00342104,0.00342104,0.211,0.033,0.033,0.033,0.0885967,,,,12.04,,,,,,,,,,,,0.64,0.38,0.22999999999999998,0.305,0.59,0.03,0.03,0.03,4.7,0.2,0.2,0.2,4500,,,,-0.524,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-27 b,0.051622,0.051622,0.051622,0.051622,0.356538,,,,0.10464,0.00858582,0.00858582,0.00858582,15.3348,0.00033,0.00033,0.00033,0,,,,,,,,0.65,0.16,0.16,0.16,0.59,0.15,0.15,0.15,5.4,0.2,0.2,0.2,5400,60,60,60,0.41,0.04,0.04,0.04,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S
Kepler-27 c,0.0793989,0.0793989,0.0793989,0.0793989,0.436759,,,,0.168484,0.0138244,0.0138244,0.0138244,31.3309,0.00044,0.00044,0.00044,0,,,,,,,,0.65,0.16,0.16,0.16,0.59,0.15,0.15,0.15,5.4,0.2,0.2,0.2,5400,60,60,60,0.41,0.04,0.04,0.04,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S
Kepler-81 b,0.0187628,0.00366252,0.00366252,0.00366252,0.216,0.034,0.034,0.034,0.0554099,,,,5.955,,,,,,,,,,,,0.64,0.38,0.22999999999999998,0.305,0.59,0.03,0.03,0.03,4.7,0.2,0.2,0.2,4500,,,,-0.524,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-26 c,0.0397121,0.0397121,0.0397121,0.0397121,0.320884,,,,0.113189,0.00188649,0.00188649,0.00188649,17.25204,0.00025,0.00025,0.00025,0,,,,,,,,0.65,0.03,0.03,0.03,0.59,0.03,0.03,0.03,4.5,0.2,0.2,0.2,3933,,,,-0.21,0.08,0.08,0.08,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S
Kepler-26 b,0.0397121,0.0397121,0.0397121,0.0397121,0.320884,,,,0.0902469,0.00150411,0.00150411,0.00150411,12.282356,0.000097,0.000097,0.000097,0,,,,,,,,0.65,0.03,0.03,0.03,0.59,0.03,0.03,0.03,4.5,0.2,0.2,0.2,3933,,,,-0.21,0.08,0.08,0.08,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S
Kepler-83 d,0.014298,0.000965484,0.000965484,0.000965484,0.173075,0.0115978,0.0115978,0.0115978,0.0585134,0.000975224,0.000975224,0.000975224,5.169796,0.000016,0.000016,0.000016,,,,,,,,,,,,,0.594,0.033,0.033,0.033,4.718,0.2,0.2,0.2,4648,116,116,116,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-81 d,0.0057099,0.00337194,0.00337194,0.00337194,0.107949,0.0240878,0.0240878,0.0240878,0.148198,0.00246996,0.00246996,0.00246996,20.837846,0.000181,0.000181,0.000181,,,,,,,,,,,,,0.595,0.029,0.029,0.029,4.696,0.2,0.2,0.2,4500,116,116,116,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-43 b,1.77609,0.10347,0.10347,0.10347,0.93,0.07,0.09,0.08,0.0142363,0.00040909,0.00040909,0.00040909,0.813475,0.000001,0.000001,0.000001,0,,,,2.9393,0.54887,0.96733,0.7581,0.58,0.05,0.05,0.05,0.598,0.034,0.041999999999999996,0.038,4.646,0.059,0.044,0.0515,4400,200,200,200,-0.05,0.17,0.17,0.17,Hellier 2011,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H
Kepler-442 b,0.00809285,0.00262398,0.00262398,0.00262398,0.119548,0.00981362,0.016058580000000003,0.0129361,0.386141,0.00643568,0.00643568,0.00643568,112.3053,0.0024,0.0028,0.0026,0,,,,,,,,0.609,0.03,0.026000000000000002,0.028,0.598,0.023,0.024,0.0235,4.673,0.018,0.021,0.0195,4402,100,100,100,-0.37,0.1,0.1,0.1,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T
Kepler-83 b,0.0240196,0.00538051,0.00538051,0.00538051,0.252,0.037,0.037,0.037,0.0778725,,,,9.77,,,,,,,,,,,,0.66,0.41,0.25000000000000006,0.33,0.61,0.03,0.03,0.03,4.69,0.2,0.2,0.2,4648,,,,-0.195,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-83 c,0.0181548,0.00323923,0.00323923,0.00323923,0.211,0.031,0.031,0.031,0.125924,,,,20.09,,,,,,,,,,,,0.66,0.41,0.25000000000000006,0.33,0.61,0.03,0.03,0.03,4.69,0.2,0.2,0.2,4648,,,,-0.195,,,,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-398 b,0.00225059,0.000746978,0.000746978,0.000746978,0.082969,0.0089214,0.0089214,0.0089214,0.0499821,0.000833035,0.000833035,0.000833035,4.081423,0.000011,0.000011,0.000011,,,,,,,,,,,,,0.613,0.028,0.028,0.028,4.689,0.15,0.15,0.15,4493,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-59 b,0.859095,0.0449723,0.0449723,0.0449723,0.775,0.068,0.068,0.068,0.0696866,0.00116144,0.00116144,0.00116144,7.919585,0.00001,0.00001,0.00001,0.1,0.042,0.042,0.042,2.3868,0.663,0.663,0.663,0.719,0.035,0.035,0.035,0.613,0.044,0.044,0.044,4.72,0.06,0.06,0.06,4650,150,150,150,-0.15,0.11,0.11,0.11,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H
Kepler-398 c,0.00302153,0.0010186,0.0010186,0.0010186,0.0901062,0.00981354,0.00981354,0.00981354,0.0992436,0.00165406,0.00165406,0.00165406,11.419412,0.000047,0.000047,0.000047,,,,,,,,,,,,,0.613,0.028,0.028,0.028,4.689,0.15,0.15,0.15,4493,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-55 e,0.011604,0.00391293,0.00391293,0.00391293,0.138282,0.0205192,0.0205192,0.0205192,0.0542683,0.000904472,0.000904472,0.000904472,4.617534,0.000021,0.000021,0.000021,,,,,,,,,,,,,0.619,0.028,0.028,0.028,4.684,0.15,0.15,0.15,4503,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-55 f,0.011856,0.000326993,0.000326993,0.000326993,0.14185,0.0089214,0.0089214,0.0089214,0.0920376,0.00153396,0.00153396,0.00153396,10.198545,0.000045,0.000045,0.000045,,,,,,,,,,,,,0.619,0.028,0.028,0.028,4.684,0.15,0.15,0.15,4503,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-55 d,0.011856,0.0000705959,0.0000705959,0.0000705959,0.14185,0.00802926,0.00802926,0.00802926,0.0332158,0.000553597,0.000553597,0.000553597,2.211099,0.000004,0.000004,0.000004,,,,,,,,,,,,,0.619,0.028,0.028,0.028,4.684,0.15,0.15,0.15,4503,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-155 c,0.0168894,0.00136655,0.00136655,0.00136655,0.199839,0.0133821,0.0133821,0.0133821,0.27496,0.0045826800000000004,0.0045826800000000004,0.0045826800000000004,52.661793,0.000236,0.000236,0.000236,,,,,,,,,,,,,0.62,0.029,0.029,0.029,4.684,0.15,0.15,0.15,4508,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-61 b,0.0160339,0.00111353,0.00111353,0.00111353,0.191639,0.0115875,0.0115875,0.0115875,0.257458,0.00500051,0.00500051,0.00500051,59.87756,0.0002,0.0002,0.0002,0,0.25,0,0.125,,,,,0.635,0.037,0.037,0.037,0.62,0.02,0.05,0.035,,,,,4017,68,150,109,0.03,0.14,0.14,0.14,Ballard 2013,http://adsabs.harvard.edu/abs/2013ApJ...773...98B
Kepler-155 b,0.0155228,0.00168048,0.00168048,0.00168048,0.186457,0.0187349,0.0187349,0.0187349,0.0641261,0.00106877,0.00106877,0.00106877,5.931194,0.000008,0.000008,0.000008,,,,,,,,,,,,,0.62,0.029,0.029,0.029,4.684,0.15,0.15,0.15,4508,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-174 b,0.014454,0.000832873,0.000832873,0.000832873,0.174859,0.00981354,0.00981354,0.00981354,0.113583,0.00189306,0.00189306,0.00189306,13.98179,0.000024,0.000024,0.000024,,,,,,,,,,,,,0.622,0.032,0.032,0.032,4.679,0.15,0.15,0.15,4880,126,126,126,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-174 d,0.0164167,0.00114935,0.00114935,0.00114935,0.195379,0.0115978,0.0115978,0.0115978,0.771174,0.0128529,0.0128529,0.0128529,247.35373,0.002001,0.002001,0.002001,,,,,,,,,,,,,0.622,0.032,0.032,0.032,4.679,0.15,0.15,0.15,4880,126,126,126,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-174 c,0.0115291,0.00215295,0.00215295,0.00215295,0.132929,0.00802926,0.00802926,0.00802926,0.243919,0.00406531,0.00406531,0.00406531,44.000529,0.000265,0.000265,0.000265,,,,,,,,,,,,,0.622,0.032,0.032,0.032,4.679,0.15,0.15,0.15,4880,126,126,126,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-345 c,0.00554835,0.00104832,0.00104832,0.00104832,0.107057,0.00624498,0.00624498,0.00624498,0.0870905,0.00145151,0.00145151,0.00145151,9.387427,0.000028,0.000028,0.000028,,,,,,,,,,,,,0.623,0.029,0.029,0.029,4.683,0.15,0.15,0.15,4504,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-345 b,0.00100422,0.000256756,0.000256756,0.000256756,0.0660184,0.00535284,0.00535284,0.00535284,0.0744222,0.00124037,0.00124037,0.00124037,7.415563,0.000054,0.000054,0.000054,,,,,,,,,,,,,0.623,0.029,0.029,0.029,4.683,0.15,0.15,0.15,4504,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-158 b,0.0157841,0.00280267,0.00280267,0.00280267,0.189134,0.0321171,0.0321171,0.0321171,0.127912,0.00213186,0.00213186,0.00213186,16.709184,0.000064,0.000064,0.000064,,,,,,,,,,,,,0.624,0.079,0.079,0.079,4.66,0.3,0.3,0.3,4623,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-158 c,0.0139923,0.00207255,0.00207255,0.00207255,0.169507,0.0267642,0.0267642,0.0267642,0.18282,0.00304701,0.00304701,0.00304701,28.551383,0.00014,0.00014,0.00014,,,,,,,,,,,,,0.624,0.079,0.079,0.079,4.66,0.3,0.3,0.3,4623,200,200,200,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-124 b,0.000957504,0.000210043,0.000210043,0.000210043,0.0651262,0.0044607,0.0044607,0.0044607,0.0443423,0.000739038,0.000739038,0.000739038,3.410493,0.000021,0.000021,0.000021,,,,,,,,,,,,,0.636,0.03,0.03,0.03,4.669,0.15,0.15,0.15,4984,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-124 d,0.00422638,0.000871267,0.000871267,0.000871267,0.0990276,0.00624498,0.00624498,0.00624498,0.192925,0.00321542,0.00321542,0.00321542,30.950851,0.000361,0.000361,0.000361,,,,,,,,,,,,,0.636,0.03,0.03,0.03,4.669,0.15,0.15,0.15,4984,100,100,100,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
